"FullName","Length"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\compare_detector_orientation.py","6446"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\detector_orientation_comparison.json","3680"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\detector_orientation_comparison.png","531655"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\launch_context.json","1286"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\launcher_result.json","1918408"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\run_authorized_air_scan.py","1879"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\mircat_sweep_20260903T214023_642369Z\air_scan.png","301565"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\mircat_sweep_20260903T214023_642369Z\analysis.json","1644"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\mircat_sweep_20260903T214023_642369Z\cleanup.json","122"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\mircat_sweep_20260903T214023_642369Z\commands.txt","130984"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\mircat_sweep_20260903T214023_642369Z\detectors.csv","3373641"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\mircat_sweep_20260903T214023_642369Z\hf2li_baseline_0.json","200"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\mircat_sweep_20260903T214023_642369Z\hf2li_baseline_1.json","200"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\mircat_sweep_20260903T214023_642369Z\hf2li_baseline_2.json","200"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\mircat_sweep_20260903T214023_642369Z\hf2li_configured.json","5805"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\mircat_sweep_20260903T214023_642369Z\hf2li_retained_settings.json","5033"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\mircat_sweep_20260903T214023_642369Z\hf2li_retention_verification.json","209"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\mircat_sweep_20260903T214023_642369Z\mircat_before.json","1140"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\mircat_sweep_20260903T214023_642369Z\mircat_configured.json","747"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\mircat_sweep_20260903T214023_642369Z\mircat_emission_before_scan.json","1334"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\mircat_sweep_20260903T214023_642369Z\mircat_final.json","1140"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\mircat_sweep_20260903T214023_642369Z\mircat_retained_settings.json","635"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\mircat_sweep_20260903T214023_642369Z\mircat_trigger_after_manual_tune_cancel.json","479"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\mircat_sweep_20260903T214023_642369Z\mircat_trigger_after_sweep_setup.json","472"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\mircat_sweep_20260903T214023_642369Z\mircat_trigger_after_tune.json","281"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\mircat_sweep_20260903T214023_642369Z\mircat_trigger_before_process_trigger.json","477"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\mircat_sweep_20260903T214023_642369Z\mircat_tuned_before_emission.json","1161"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\mircat_sweep_20260903T214023_642369Z\mircat_waiting_process.json","1159"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\mircat_sweep_20260903T214023_642369Z\operation.json","1211"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\mircat_sweep_20260903T214023_642369Z\picoscope_metadata.json","309"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\mircat_sweep_20260903T214023_642369Z\picoscope_prepared.json","765"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\mircat_sweep_20260903T214023_642369Z\result.json","592"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\mircat_sweep_20260903T214023_642369Z\t660_1_before_process.json","3185"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\mircat_sweep_20260903T214023_642369Z\t660_1_final_idle.json","3186"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\mircat_sweep_20260903T214023_642369Z\t660_1_initial_idle.json","3186"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\mircat_sweep_20260903T214023_642369Z\t660_1_process_only.json","3185"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\mircat_sweep_20260903T214023_642369Z\t660_2_final_idle.json","3267"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\mircat_sweep_20260903T214023_642369Z\t660_2_initial_idle.json","3267"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\mircat_sweep_20260903T214023_642369Z\t660_2_optical_trigger_prepared.json","3265"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\air_scan_detector_orientation_retest_20260903T214018_1110992Z\mircat_sweep_20260903T214023_642369Z\t660_2_reference_prepared.json","3266"
