"FullName","Length"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\authorization_and_preflight.json","1986"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\pair_launcher_result.json","4562438"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\pair_verification.json","4745"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\run_authorized_air_pair.py","5441"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\scan_1_launcher_result.json","1921131"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\scan_2_launcher_result.json","1920938"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\verify_authorized_pair.py","10536"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\adjacent_etalon_comparison\authorized_no_touch_pair.json","9703"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\adjacent_etalon_comparison\authorized_no_touch_pair.png","621831"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T230952_972499Z\air_scan.png","299728"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T230952_972499Z\analysis.json","1677"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T230952_972499Z\cleanup.json","122"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T230952_972499Z\commands.txt","138745"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T230952_972499Z\detectors.csv","3376266"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T230952_972499Z\hf2li_baseline_0.json","200"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T230952_972499Z\hf2li_baseline_1.json","200"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T230952_972499Z\hf2li_baseline_2.json","200"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T230952_972499Z\hf2li_configured.json","5805"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T230952_972499Z\hf2li_retained_settings.json","5033"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T230952_972499Z\hf2li_retention_verification.json","209"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T230952_972499Z\mircat_before.json","1140"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T230952_972499Z\mircat_configured.json","747"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T230952_972499Z\mircat_emission_before_scan.json","1332"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T230952_972499Z\mircat_final.json","1140"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T230952_972499Z\mircat_retained_settings.json","635"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T230952_972499Z\mircat_trigger_after_manual_tune_cancel.json","479"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T230952_972499Z\mircat_trigger_after_sweep_setup.json","472"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T230952_972499Z\mircat_trigger_after_tune.json","281"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T230952_972499Z\mircat_trigger_before_process_trigger.json","477"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T230952_972499Z\mircat_tuned_before_emission.json","1161"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T230952_972499Z\mircat_waiting_process.json","1154"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T230952_972499Z\operation.json","1211"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T230952_972499Z\picoscope_metadata.json","309"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T230952_972499Z\picoscope_prepared.json","765"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T230952_972499Z\result.json","587"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T230952_972499Z\t660_1_before_process.json","3185"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T230952_972499Z\t660_1_final_idle.json","3186"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T230952_972499Z\t660_1_initial_idle.json","3186"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T230952_972499Z\t660_1_process_only.json","3185"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T230952_972499Z\t660_2_final_idle.json","3267"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T230952_972499Z\t660_2_initial_idle.json","3267"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T230952_972499Z\t660_2_optical_trigger_prepared.json","3265"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T230952_972499Z\t660_2_reference_prepared.json","3266"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T231102_474056Z\air_scan.png","302131"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T231102_474056Z\analysis.json","1675"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T231102_474056Z\cleanup.json","122"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T231102_474056Z\commands.txt","145605"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T231102_474056Z\detectors.csv","3376132"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T231102_474056Z\hf2li_baseline_0.json","200"
"C:\Users\Chris\Documents\GitHub\Control_System\evidence\experiments\runs\authorized_consecutive_air_pair_20260903T230900_5823500Z\mircat_sweep_20260903T231102_474056Z\hf2li_baseline_1.json","200"
